Well Number,Standard Time (24 Hour) YYYY/MM/DD HH:MM:SS,Pressure (psia),Temperature (C),Logical Probe,Probe Status,Probe Description,Port Number,Port Description,Depth (m),Comments,Pressure Head = ((P2-Patm)/w) - (m),Piez. Zone Level (m) Dz = Dp - H,Head (m),Gradient
1,7/4/2024 13:20,98.4,4.25,1,Arm Out - Valve Closed,Tool #1,14,PORT 14,94.49,,,,,
1,7/4/2024 13:20,98.4,4.25,1,Arm Out - Valve Closed,Tool #1,14,PORT 14,94.49,,,,,
1,7/4/2024 13:20,98.4,4.25,1,Arm Out - Valve Closed,Tool #1,14,PORT 14,94.49,,,,,
1,7/4/2024 13:20,98.4,4.25,1,Arm Out - Valve Closed,Tool #1,14,PORT 14,94.49,,,,,
1,7/4/2024 13:20,98.4,4.25,1,Arm Out - Valve Closed,Tool #1,14,PORT 14,94.49,,,,,
1,7/4/2024 13:20,98.4,4.25,1,Arm Out - Valve Closed,Tool #1,14,PORT 14,94.49,,,,,
1,7/4/2024 13:20,98.41,4.23,1,Arm Out - Valve Closed,Tool #1,14,PORT 14,94.49,,,,,
1,7/4/2024 13:20,98.4,4.25,1,Arm Out - Valve Closed,Tool #1,14,PORT 14,94.49,,,,,
1,7/4/2024 13:20,98.4,4.23,1,Arm Out - Valve Closed,Tool #1,14,PORT 14,94.49,,,,,
1,7/4/2024 13:20,98.4,4.23,1,Arm Out - Valve Closed,Tool #1,14,PORT 14,94.49,,,,,
1,7/4/2024 13:20,98.4,4.23,1,Arm Out - Valve Closed,Tool #1,14,PORT 14,94.49,,,,,
1,7/4/2024 13:20,98.41,4.23,1,Arm Out - Valve Closed,Tool #1,14,PORT 14,94.49,,,,,
1,7/4/2024 13:20,98.4,4.23,1,Arm Out - Valve Closed,Tool #1,14,PORT 14,94.49,,,,,
1,7/4/2024 13:20,98.4,4.23,1,Arm Out - Valve Closed,Tool #1,14,PORT 14,94.49,,,,,
1,7/4/2024 13:20,98.4,4.23,1,Arm Out - Valve Closed,Tool #1,14,PORT 14,94.49,,,,,
1,7/4/2024 13:20,98.4,4.19,1,Run (Arm) - Valve Closed,Tool #1,14,PORT 14,94.49,,,,,
1,7/4/2024 13:20,98.4,4.19,1,Run (Arm) - Valve Closed,Tool #1,14,PORT 14,94.49,,,,,
1,7/4/2024 13:20,98.4,4.19,1,Run (Arm) - Valve Closed,Tool #1,14,PORT 14,94.49,,,,,
1,7/4/2024 13:20,98.41,4.19,1,Run (Arm) - Valve Closed,Tool #1,14,PORT 14,94.49,,,,,
1,7/4/2024 13:20,98.41,4.19,1,Run (Arm) - Valve Closed,Tool #1,14,PORT 14,94.49,,,,,
1,7/4/2024 13:20,98.41,4.19,1,Run (Arm) - Valve Closed,Tool #1,14,PORT 14,94.49,,,,,
1,7/4/2024 13:20,98.41,4.19,1,Run (Arm) - Valve Closed,Tool #1,14,PORT 14,94.49,,,,,
1,7/4/2024 13:20,98.41,4.19,1,Run (Arm) - Valve Closed,Tool #1,14,PORT 14,94.49,,,,,
1,7/4/2024 13:20,98.41,4.19,1,Run (Arm) - Valve Closed,Tool #1,14,PORT 14,94.49,,,,,
1,7/4/2024 13:20,98.41,4.19,1,Run (Arm) - Valve Closed,Tool #1,14,PORT 14,94.49,,,,,
1,7/4/2024 13:20,98.41,4.19,1,Run (Arm) - Valve Closed,Tool #1,14,PORT 14,94.49,,,,,
1,7/4/2024 13:20,98.41,4.19,1,Run (Arm) - Valve Closed,Tool #1,14,PORT 14,94.49,,,,,
1,7/4/2024 13:20,98.41,4.19,1,Run (Arm) - Valve Closed,Tool #1,14,PORT 14,94.49,,,,,
1,7/4/2024 13:20,98.41,4.19,1,Run (Arm) - Valve Closed,Tool #1,14,PORT 14,94.49,,,,,
1,7/4/2024 13:20,98.41,4.19,1,Run (Arm) - Valve Closed,Tool #1,14,PORT 14,94.49,,,,,
1,7/4/2024 13:20,98.41,4.19,1,Run (Arm) - Valve Closed,Tool #1,14,PORT 14,94.49,,,,,
1,7/4/2024 13:20,98.41,4.19,1,Run (Arm) - Valve Closed,Tool #1,14,PORT 14,94.49,,,,,
1,7/4/2024 13:20,98.4,4.19,1,Run (Arm) - Valve Closed,Tool #1,14,PORT 14,94.49,,,,,
1,7/4/2024 13:20,98.4,4.19,1,Run (Arm) - Valve Closed,Tool #1,14,PORT 14,94.49,,,,,
1,7/4/2024 13:20,98.4,4.19,1,Run (Arm) - Valve Closed,Tool #1,14,PORT 14,94.49,,,,,
1,7/4/2024 13:20,98.41,4.19,1,Run (Arm) - Valve Closed,Tool #1,14,PORT 14,94.49,,,,,
1,7/4/2024 13:21,98.41,4.19,1,Run (Arm) - Valve Closed,Tool #1,14,PORT 14,94.49,,,,,
1,7/4/2024 13:21,98.4,4.19,1,Run (Arm) - Valve Closed,Tool #1,14,PORT 14,94.49,,,,,
1,7/4/2024 13:21,98.4,4.19,1,Run (Arm) - Valve Closed,Tool #1,14,PORT 14,94.49,,,,,
1,7/4/2024 13:21,98.4,4.19,1,Run (Arm) - Valve Closed,Tool #1,14,PORT 14,94.49,,,,,
1,7/4/2024 13:21,98.4,4.19,1,Run (Arm) - Valve Closed,Tool #1,14,PORT 14,94.49,,,,,
1,7/4/2024 13:21,98.41,4.19,1,Run (Arm) - Valve Closed,Tool #1,14,PORT 14,94.49,,,,,
1,7/4/2024 13:21,98.41,4.19,1,Run (Arm) - Valve Closed,Tool #1,14,PORT 14,94.49,,,,,
1,7/4/2024 13:21,98.5,4.19,1,Run (Arm) - Valve Closed,Tool #1,14,PORT 14,94.49,,,,,
1,7/4/2024 13:21,98.5,4.14,1,Run (Arm) - Valve Closed,Tool #1,14,PORT 14,94.49,,,,,
1,7/4/2024 13:21,113.86,4.24,1,Run (Arm) - Valve Closed,Tool #1,14,PORT 14,94.49,,,,,
1,7/4/2024 13:21,113.86,4.18,1,Run (Arm) - Valve Closed,Tool #1,14,PORT 14,94.49,,,,,
1,7/4/2024 13:21,115.33,4.19,1,Run (Arm) - Valve Closed,Tool #1,14,PORT 14,94.49,,,,,
1,7/4/2024 13:21,115.33,4.19,1,Run (Arm) - Valve Closed,Tool #1,14,PORT 14,94.49,,,,,
1,7/4/2024 13:21,115.37,4.19,1,Run (Arm) - Valve Closed,Tool #1,14,PORT 14,94.49,,,,,
1,7/4/2024 13:21,115.37,4.19,1,Run (Arm) - Valve Closed,Tool #1,14,PORT 14,94.49,,,,,
1,7/4/2024 13:21,115.38,4.19,1,Run (Arm) - Valve Closed,Tool #1,14,PORT 14,94.49,,,,,
1,7/4/2024 13:21,115.38,4.19,1,Run (Arm) - Valve Closed,Tool #1,14,PORT 14,94.49,,,,,
1,7/4/2024 13:21,115.4,4.19,1,Run (Arm) - Valve Closed,Tool #1,14,PORT 14,94.49,,,,,
1,7/4/2024 13:21,115.4,4.19,1,Run (Arm) - Valve Closed,Tool #1,14,PORT 14,94.49,,,,,
1,7/4/2024 13:21,115.4,4.19,1,Run (Arm) - Valve Closed,Tool #1,14,PORT 14,94.49,,,,,
1,7/4/2024 13:21,115.4,4.19,1,Run (Arm) - Valve Closed,Tool #1,14,PORT 14,94.49,,,,,
1,7/4/2024 13:21,115.4,4.19,1,Run (Arm) - Valve Closed,Tool #1,14,PORT 14,94.49,,,,,
1,7/4/2024 13:21,115.41,4.19,1,Run (Arm) - Valve Closed,Tool #1,14,PORT 14,94.49,,,,,
1,7/4/2024 13:21,115.41,4.19,1,Run (Arm) - Valve Closed,Tool #1,14,PORT 14,94.49,,,,,
1,7/4/2024 13:21,115.42,4.19,1,Run (Arm) - Valve Closed,Tool #1,14,PORT 14,94.49,,,,,
1,7/4/2024 13:21,115.42,4.19,1,Run (Shoe) - Valve Closed,Tool #1,14,PORT 14,94.49,,,,,
1,7/4/2024 13:21,115.43,4.19,1,Shoe Out - Valve Closed,Tool #1,14,PORT 14,94.49,,,,,
1,7/4/2024 13:21,115.42,4.22,1,Shoe Out - Valve Closed,Tool #1,14,PORT 14,94.49,,,,,
1,7/4/2024 13:21,115.43,4.22,1,Shoe Out - Valve Closed,Tool #1,14,PORT 14,94.49,,,,,
1,7/4/2024 13:21,115.43,4.22,1,Shoe Out - Valve Closed,Tool #1,14,PORT 14,94.49,,,,,
1,7/4/2024 13:21,115.43,4.22,1,Shoe Out - Valve Closed,Tool #1,14,PORT 14,94.49,,,,,
1,7/4/2024 13:21,115.43,4.22,1,Shoe Out - Valve Closed,Tool #1,14,PORT 14,94.49,,,,,
1,7/4/2024 13:21,115.43,4.21,1,Shoe Out - Valve Closed,Tool #1,14,PORT 14,94.49,,,,,
1,7/4/2024 13:21,115.43,4.21,1,Shoe Out - Valve Closed,Tool #1,14,PORT 14,94.49,,,,,
1,7/4/2024 13:21,115.43,4.21,1,Shoe Out - Valve Closed,Tool #1,14,PORT 14,94.49,,,,,
1,7/4/2024 13:21,115.43,4.21,1,Shoe Out - Valve Closed,Tool #1,14,PORT 14,94.49,,,,,
1,7/4/2024 13:21,115.43,4.21,1,Shoe Out - Valve Closed,Tool #1,14,PORT 14,94.49,,,,,
1,7/4/2024 13:21,115.43,4.21,1,Shoe Out - Valve Closed,Tool #1,14,PORT 14,94.49,,,,,
1,7/4/2024 13:21,115.43,4.21,1,Shoe Out - Valve Closed,Tool #1,14,PORT 14,94.49,,,,,
1,7/4/2024 13:21,115.43,4.21,1,Shoe Out - Valve Closed,Tool #1,14,PORT 14,94.49,,,,,
1,7/4/2024 13:21,115.43,4.21,1,Shoe Out - Valve Closed,Tool #1,14,PORT 14,94.49,,,,,
1,7/4/2024 13:21,115.43,4.21,1,Shoe Out - Valve Closed,Tool #1,14,PORT 14,94.49,,,,,
1,7/4/2024 13:21,115.43,4.21,1,Shoe Out - Valve Closed,Tool #1,14,PORT 14,94.49,,,,,
1,7/4/2024 13:21,115.43,4.21,1,Shoe Out - Valve Closed,Tool #1,14,PORT 14,94.49,,,,,
1,7/4/2024 13:21,115.43,4.21,1,Shoe Out - Valve Closed,Tool #1,14,PORT 14,94.49,,,,,
1,7/4/2024 13:21,115.43,4.21,1,Shoe Out - Valve Closed,Tool #1,14,PORT 14,94.49,,,,,
1,7/4/2024 13:21,115.43,4.21,1,Shoe Out - Valve Closed,Tool #1,14,PORT 14,94.49,,,,,
1,7/4/2024 13:21,115.43,4.21,1,Shoe Out - Valve Closed,Tool #1,14,PORT 14,94.49,,,,,
1,7/4/2024 13:21,115.43,4.21,1,Shoe Out - Valve Closed,Tool #1,14,PORT 14,94.49,,,,,
1,7/4/2024 13:21,115.43,4.21,1,Shoe Out - Valve Closed,Tool #1,14,PORT 14,94.49,,,,,
1,7/4/2024 13:21,115.43,4.21,1,Shoe Out - Valve Closed,Tool #1,14,PORT 14,94.49,,,,,
1,7/4/2024 13:21,115.42,4.17,1,Run (Shoe) - Valve Closed,Tool #1,14,PORT 14,94.49,,,,,
1,7/4/2024 13:21,115.42,4.17,1,Run (Shoe) - Valve Closed,Tool #1,14,PORT 14,94.49,,,,,
1,7/4/2024 13:21,115.43,4.17,1,Run (Shoe) - Valve Closed,Tool #1,14,PORT 14,94.49,,,,,
1,7/4/2024 13:21,115.43,4.17,1,Run (Shoe) - Valve Closed,Tool #1,14,PORT 14,94.49,,,,,
1,7/4/2024 13:21,115.42,4.17,1,Run (Shoe) - Valve Closed,Tool #1,14,PORT 14,94.49,,,,,
1,7/4/2024 13:21,115.42,4.17,1,Run (Shoe) - Valve Closed,Tool #1,14,PORT 14,94.49,,,,,
1,7/4/2024 13:21,115.42,4.17,1,Run (Shoe) - Valve Closed,Tool #1,14,PORT 14,94.49,,,,,
1,7/4/2024 13:21,115.42,4.17,1,Run (Shoe) - Valve Closed,Tool #1,14,PORT 14,94.49,,,,,
1,7/4/2024 13:21,115.42,4.17,1,Run (Shoe) - Valve Closed,Tool #1,14,PORT 14,94.49,,,,,
1,7/4/2024 13:21,115.42,4.17,1,Run (Shoe) - Valve Closed,Tool #1,14,PORT 14,94.49,,,,,
1,7/4/2024 13:21,114.02,4.16,1,Run (Shoe) - Valve Closed,Tool #1,14,PORT 14,94.49,,,,,
1,7/4/2024 13:21,114.02,4.19,1,Run (Shoe) - Valve Closed,Tool #1,14,PORT 14,94.49,,,,,
1,7/4/2024 13:21,98.16,4.08,1,Run (Shoe) - Valve Closed,Tool #1,14,PORT 14,94.49,,,,,
1,7/4/2024 13:21,98.16,4.14,1,Run (Shoe) - Valve Closed,Tool #1,14,PORT 14,94.49,,,,,
1,7/4/2024 13:21,98.61,4.15,1,Run (Shoe) - Valve Closed,Tool #1,14,PORT 14,94.49,,,,,
1,7/4/2024 13:21,98.61,4.16,1,Run (Shoe) - Valve Closed,Tool #1,14,PORT 14,94.49,,,,,
1,7/4/2024 13:21,98.24,4.16,1,Run (Shoe) - Valve Closed,Tool #1,14,PORT 14,94.49,,,,,
1,7/4/2024 13:22,98.24,4.14,1,Run (Shoe) - Valve Closed,Tool #1,14,PORT 14,94.49,,,,,
1,7/4/2024 13:22,98.54,4.15,1,Run (Shoe) - Valve Closed,Tool #1,14,PORT 14,94.49,,,,,
1,7/4/2024 13:22,98.54,4.16,1,Run (Shoe) - Valve Closed,Tool #1,14,PORT 14,94.49,,,,,
1,7/4/2024 13:22,98.31,4.16,1,Run (Shoe) - Valve Closed,Tool #1,14,PORT 14,94.49,,,,,
1,7/4/2024 13:22,98.31,4.16,1,Run (Shoe) - Valve Closed,Tool #1,14,PORT 14,94.49,,,,,
1,7/4/2024 13:22,98.31,4.16,1,Run (Shoe) - Valve Closed,Tool #1,14,PORT 14,94.49,,,,,
1,7/4/2024 13:22,98.36,4.16,1,Run (Shoe) - Valve Closed,Tool #1,14,PORT 14,94.49,,,,,
1,7/4/2024 13:22,98.36,4.16,1,Run (Shoe) - Valve Closed,Tool #1,14,PORT 14,94.49,,,,,
1,7/4/2024 13:22,98.45,4.16,1,Run (Shoe) - Valve Closed,Tool #1,14,PORT 14,94.49,,,,,
1,7/4/2024 13:22,98.45,4.16,1,Run (Shoe) - Valve Closed,Tool #1,14,PORT 14,94.49,,,,,
1,7/4/2024 13:22,98.4,4.16,1,Run (Shoe) - Valve Closed,Tool #1,14,PORT 14,94.49,,,,,
1,7/4/2024 13:22,98.4,4.16,1,Run (Shoe) - Valve Closed,Tool #1,14,PORT 14,94.49,,,,,
1,7/4/2024 13:22,98.42,4.16,1,Run (Shoe) - Valve Closed,Tool #1,14,PORT 14,94.49,,,,,
1,7/4/2024 13:22,98.42,4.16,1,Run (Shoe) - Valve Closed,Tool #1,14,PORT 14,94.49,,,,,
1,7/4/2024 13:22,98.42,4.16,1,Run (Shoe) - Valve Closed,Tool #1,14,PORT 14,94.49,,,,,
1,7/4/2024 13:22,98.42,4.16,1,Run (Shoe) - Valve Closed,Tool #1,14,PORT 14,94.49,,,,,
1,7/4/2024 13:22,98.4,4.16,1,Run (Shoe) - Valve Closed,Tool #1,14,PORT 14,94.49,,,,,
1,7/4/2024 13:22,98.4,4.16,1,Run (Shoe) - Valve Closed,Tool #1,14,PORT 14,94.49,,,,,
1,7/4/2024 13:22,98.44,4.16,1,Run (Shoe) - Valve Closed,Tool #1,14,PORT 14,94.49,,,,,
1,7/4/2024 13:22,98.44,4.16,1,Run (Shoe) - Valve Closed,Tool #1,14,PORT 14,94.49,,,,,
1,7/4/2024 13:22,98.39,4.16,1,Run (Shoe) - Valve Closed,Tool #1,14,PORT 14,94.49,,,,,
1,7/4/2024 13:22,98.39,4.16,1,Run (Shoe) - Valve Closed,Tool #1,14,PORT 14,94.49,,,,,
1,7/4/2024 13:22,98.39,4.16,1,Run (Arm) - Valve Closed,Tool #1,14,PORT 14,94.49,,,,,
1,7/4/2024 13:22,98.44,4.16,1,Arm Out - Valve Closed,Tool #1,14,PORT 14,94.49,,,,,
1,7/4/2024 13:22,98.41,4.2,1,Arm Out - Valve Closed,Tool #1,14,PORT 14,94.49,,,,,
1,7/4/2024 13:22,98.41,4.2,1,Arm Out - Valve Closed,Tool #1,14,PORT 14,94.49,,,,,
1,7/4/2024 13:22,98.42,4.2,1,Arm Out - Valve Closed,Tool #1,14,PORT 14,94.49,,,,,
1,7/4/2024 13:22,98.41,4.2,1,Arm Out - Valve Closed,Tool #1,14,PORT 14,94.49,,,,,
1,7/4/2024 13:22,98.42,4.2,1,Arm Out - Valve Closed,Tool #1,14,PORT 14,94.49,,,,,
1,7/4/2024 13:22,98.42,4.2,1,Arm Out - Valve Closed,Tool #1,14,PORT 14,94.49,,,,,
1,7/4/2024 13:22,98.42,4.2,1,Arm Out - Valve Closed,Tool #1,14,PORT 14,94.49,,,,,
1,7/4/2024 13:22,98.42,4.2,1,Arm Out - Valve Closed,Tool #1,14,PORT 14,94.49,,,,,
1,7/4/2024 13:22,98.42,4.2,1,Arm Out - Valve Closed,Tool #1,14,PORT 14,94.49,,,,,
1,7/4/2024 13:22,98.42,4.2,1,Arm Out - Valve Closed,Tool #1,14,PORT 14,94.49,,,,,
1,7/4/2024 13:22,98.42,4.2,1,Arm Out - Valve Closed,Tool #1,14,PORT 14,94.49,,,,,
1,7/4/2024 13:22,98.42,4.2,1,Arm Out - Valve Closed,Tool #1,14,PORT 14,94.49,,,,,
1,7/4/2024 13:22,98.42,4.19,1,Arm Out - Valve Closed,Tool #1,14,PORT 14,94.49,,,,,
1,7/4/2024 13:22,98.42,4.19,1,Arm Out - Valve Closed,Tool #1,14,PORT 14,94.49,,,,,
1,7/4/2024 13:22,98.34,4.2,1,Arm Out - Valve Closed,Tool #1,14,PORT 14,94.49,,,,,
1,7/4/2024 13:22,96.85,4.19,1,Arm Out - Valve Closed,Tool #1,14,PORT 14,94.49,,,,,
1,7/4/2024 13:22,94.63,4.19,1,Arm Out - Valve Closed,Tool #1,14,PORT 14,94.49,,,,,
1,7/4/2024 13:22,93.86,4.19,1,Arm Out - Valve Closed,Tool #1,14,PORT 14,94.49,,,,,
1,7/4/2024 13:22,93.78,4.19,1,Arm Out - Valve Closed,Tool #1,14,PORT 14,94.49,,,,,
1,7/4/2024 13:22,94.06,4.19,1,Arm Out - Valve Closed,Tool #1,14,PORT 14,94.49,,,,,
1,7/4/2024 13:22,92.99,4.2,1,Arm Out - Valve Closed,Tool #1,14,PORT 14,94.49,,,,,
1,7/4/2024 13:22,93.37,4.2,1,Arm Out - Valve Closed,Tool #1,14,PORT 14,94.49,,,,,
1,7/4/2024 13:22,93.91,4.19,1,Arm Out - Valve Closed,Tool #1,14,PORT 14,94.49,,,,,
1,7/4/2024 13:22,94.08,4.19,1,Arm Out - Valve Closed,Tool #1,14,PORT 14,94.49,,,,,
1,7/4/2024 13:22,94.05,4.19,1,Arm Out - Valve Closed,Tool #1,14,PORT 14,94.49,,,,,
1,7/4/2024 13:22,94.05,4.19,1,Arm Out - Valve Closed,Tool #1,14,PORT 14,94.49,,,,,
1,7/4/2024 13:22,94.06,4.19,1,Arm Out - Valve Closed,Tool #1,14,PORT 14,94.49,,,,,
1,7/4/2024 13:23,94.05,4.19,1,Arm Out - Valve Closed,Tool #1,14,PORT 14,94.49,,,,,
1,7/4/2024 13:23,94.06,4.17,1,Arm Out - Valve Closed,Tool #1,14,PORT 14,94.49,,,,,
1,7/4/2024 13:23,94.06,4.19,1,Arm Out - Valve Closed,Tool #1,14,PORT 14,94.49,,,,,
1,7/4/2024 13:23,94.06,4.17,1,Arm Out - Valve Closed,Tool #1,14,PORT 14,94.49,,,,,
1,7/4/2024 13:23,94.06,4.17,1,Arm Out - Valve Closed,Tool #1,14,PORT 14,94.49,,,,,
1,7/4/2024 13:23,94.06,4.17,1,Arm Out - Valve Closed,Tool #1,14,PORT 14,94.49,,,,,
1,7/4/2024 13:23,94.06,4.17,1,Arm Out - Valve Closed,Tool #1,14,PORT 14,94.49,,,,,
1,7/4/2024 13:23,94.06,4.17,1,Arm Out - Valve Closed,Tool #1,14,PORT 14,94.49,,,,,
1,7/4/2024 13:23,94.06,4.17,1,Arm Out - Valve Closed,Tool #1,14,PORT 14,94.49,,,,,
1,7/4/2024 13:23,94.06,4.17,1,Arm Out - Valve Closed,Tool #1,14,PORT 14,94.49,,,,,
1,7/4/2024 13:23,94.06,4.17,1,Arm Out - Valve Closed,Tool #1,15,PORT 15,91.44,,,,,
1,7/4/2024 13:23,94.06,4.17,1,Arm Out - Valve Closed,Tool #1,15,PORT 15,91.44,,,,,
1,7/4/2024 13:23,94.06,4.17,1,Arm Out - Valve Closed,Tool #1,15,PORT 15,91.44,,,,,
1,7/4/2024 13:23,94.06,4.17,1,Arm Out - Valve Closed,Tool #1,15,PORT 15,91.44,,,,,
1,7/4/2024 13:23,94.06,4.17,1,Arm Out - Valve Closed,Tool #1,15,PORT 15,91.44,,,,,
1,7/4/2024 13:23,94.06,4.16,1,Arm Out - Valve Closed,Tool #1,15,PORT 15,91.44,,,,,
1,7/4/2024 13:23,94.06,4.17,1,Arm Out - Valve Closed,Tool #1,15,PORT 15,91.44,,,,,
1,7/4/2024 13:23,94.06,4.17,1,Arm Out - Valve Closed,Tool #1,15,PORT 15,91.44,,,,,
1,7/4/2024 13:23,94.06,4.16,1,Arm Out - Valve Closed,Tool #1,15,PORT 15,91.44,,,,,
1,7/4/2024 13:23,94.06,4.17,1,Arm Out - Valve Closed,Tool #1,15,PORT 15,91.44,,,,,
1,7/4/2024 13:23,94.06,4.16,1,Arm Out - Valve Closed,Tool #1,15,PORT 15,91.44,,,,,
1,7/4/2024 13:23,94.06,4.16,1,Arm Out - Valve Closed,Tool #1,15,PORT 15,91.44,,,,,
1,7/4/2024 13:23,94.06,4.16,1,Arm Out - Valve Closed,Tool #1,15,PORT 15,91.44,,,,,
1,7/4/2024 13:23,94.06,4.16,1,Arm Out - Valve Closed,Tool #1,15,PORT 15,91.44,,,,,
1,7/4/2024 13:23,94.06,4.16,1,Arm Out - Valve Closed,Tool #1,15,PORT 15,91.44,,,,,
1,7/4/2024 13:23,94.06,4.16,1,Arm Out - Valve Closed,Tool #1,15,PORT 15,91.44,,,,,
1,7/4/2024 13:23,94.06,4.16,1,Arm Out - Valve Closed,Tool #1,15,PORT 15,91.44,,,,,
1,7/4/2024 13:23,94.06,4.16,1,Arm Out - Valve Closed,Tool #1,15,PORT 15,91.44,,,,,
1,7/4/2024 13:23,94.06,4.16,1,Arm Out - Valve Closed,Tool #1,15,PORT 15,91.44,,,,,
1,7/4/2024 13:23,94.05,4.12,1,Run (Arm) - Valve Closed,Tool #1,15,PORT 15,91.44,,,,,
1,7/4/2024 13:23,94.05,4.12,1,Run (Arm) - Valve Closed,Tool #1,15,PORT 15,91.44,,,,,
1,7/4/2024 13:23,94.05,4.12,1,Run (Arm) - Valve Closed,Tool #1,15,PORT 15,91.44,,,,,
1,7/4/2024 13:23,94.05,4.12,1,Run (Arm) - Valve Closed,Tool #1,15,PORT 15,91.44,,,,,
1,7/4/2024 13:23,94.05,4.12,1,Run (Arm) - Valve Closed,Tool #1,15,PORT 15,91.44,,,,,
1,7/4/2024 13:23,94.05,4.12,1,Run (Arm) - Valve Closed,Tool #1,15,PORT 15,91.44,,,,,
1,7/4/2024 13:23,94.06,4.12,1,Run (Arm) - Valve Closed,Tool #1,15,PORT 15,91.44,,,,,
1,7/4/2024 13:23,94.06,4.12,1,Run (Arm) - Valve Closed,Tool #1,15,PORT 15,91.44,,,,,
1,7/4/2024 13:24,94.06,4.12,1,Run (Arm) - Valve Closed,Tool #1,15,PORT 15,91.44,,,,,
1,7/4/2024 13:24,94.06,4.12,1,Run (Arm) - Valve Closed,Tool #1,15,PORT 15,91.44,,,,,
1,7/4/2024 13:24,94.06,4.12,1,Run (Arm) - Valve Closed,Tool #1,15,PORT 15,91.44,,,,,
1,7/4/2024 13:24,94.06,4.12,1,Run (Arm) - Valve Closed,Tool #1,15,PORT 15,91.44,,,,,
1,7/4/2024 13:24,94.06,4.12,1,Run (Arm) - Valve Closed,Tool #1,15,PORT 15,91.44,,,,,
1,7/4/2024 13:24,94.06,4.12,1,Run (Arm) - Valve Closed,Tool #1,15,PORT 15,91.44,,,,,
1,7/4/2024 13:24,94.06,4.12,1,Run (Arm) - Valve Closed,Tool #1,15,PORT 15,91.44,,,,,
1,7/4/2024 13:24,94.06,4.12,1,Run (Arm) - Valve Closed,Tool #1,15,PORT 15,91.44,,,,,
1,7/4/2024 13:24,94.05,4.12,1,Run (Arm) - Valve Closed,Tool #1,15,PORT 15,91.44,,,,,
1,7/4/2024 13:24,94.05,4.12,1,Run (Arm) - Valve Closed,Tool #1,15,PORT 15,91.44,,,,,
1,7/4/2024 13:24,94.05,4.12,1,Run (Arm) - Valve Closed,Tool #1,15,PORT 15,91.44,,,,,
1,7/4/2024 13:24,94.05,4.12,1,Run (Arm) - Valve Closed,Tool #1,15,PORT 15,91.44,,,,,
1,7/4/2024 13:24,94.05,4.12,1,Run (Arm) - Valve Closed,Tool #1,15,PORT 15,91.44,,,,,
1,7/4/2024 13:24,94.05,4.12,1,Run (Arm) - Valve Closed,Tool #1,15,PORT 15,91.44,,,,,
1,7/4/2024 13:24,94.06,4.12,1,Run (Arm) - Valve Closed,Tool #1,15,PORT 15,91.44,,,,,
1,7/4/2024 13:24,94.06,4.12,1,Run (Arm) - Valve Closed,Tool #1,15,PORT 15,91.44,,,,,
1,7/4/2024 13:24,94.05,4.12,1,Run (Arm) - Valve Closed,Tool #1,15,PORT 15,91.44,,,,,
1,7/4/2024 13:24,94.05,4.12,1,Run (Arm) - Valve Closed,Tool #1,15,PORT 15,91.44,,,,,
1,7/4/2024 13:24,94.05,4.12,1,Run (Arm) - Valve Closed,Tool #1,15,PORT 15,91.44,,,,,
1,7/4/2024 13:24,94.05,4.12,1,Run (Arm) - Valve Closed,Tool #1,15,PORT 15,91.44,,,,,
1,7/4/2024 13:24,94.06,4.12,1,Run (Arm) - Valve Closed,Tool #1,15,PORT 15,91.44,,,,,
1,7/4/2024 13:24,94.06,4.12,1,Run (Arm) - Valve Closed,Tool #1,15,PORT 15,91.44,,,,,
1,7/4/2024 13:24,94.07,4.12,1,Run (Arm) - Valve Closed,Tool #1,15,PORT 15,91.44,,,,,
1,7/4/2024 13:24,94.07,4.12,1,Run (Arm) - Valve Closed,Tool #1,15,PORT 15,91.44,,,,,
1,7/4/2024 13:24,94.07,4.01,1,Run (Arm) - Valve Closed,Tool #1,15,PORT 15,91.44,,,,,
1,7/4/2024 13:24,111.09,4.12,1,Run (Arm) - Valve Closed,Tool #1,15,PORT 15,91.44,,,,,
1,7/4/2024 13:24,111.09,4.12,1,Run (Arm) - Valve Closed,Tool #1,15,PORT 15,91.44,,,,,
1,7/4/2024 13:24,111.1,4.12,1,Run (Arm) - Valve Closed,Tool #1,15,PORT 15,91.44,,,,,
1,7/4/2024 13:24,111.1,4.12,1,Run (Arm) - Valve Closed,Tool #1,15,PORT 15,91.44,,,,,
1,7/4/2024 13:24,111.1,4.12,1,Run (Arm) - Valve Closed,Tool #1,15,PORT 15,91.44,,,,,
1,7/4/2024 13:24,111.1,4.11,1,Run (Arm) - Valve Closed,Tool #1,15,PORT 15,91.44,,,,,
1,7/4/2024 13:24,111.09,4.11,1,Run (Arm) - Valve Closed,Tool #1,15,PORT 15,91.44,,,,,
1,7/4/2024 13:24,111.09,4.11,1,Run (Arm) - Valve Closed,Tool #1,15,PORT 15,91.44,,,,,
1,7/4/2024 13:24,111.1,4.11,1,Run (Arm) - Valve Closed,Tool #1,15,PORT 15,91.44,,,,,
1,7/4/2024 13:24,111.1,4.11,1,Run (Arm) - Valve Closed,Tool #1,15,PORT 15,91.44,,,,,
1,7/4/2024 13:24,111.1,4.11,1,Run (Arm) - Valve Closed,Tool #1,15,PORT 15,91.44,,,,,
1,7/4/2024 13:24,111.1,4.11,1,Run (Arm) - Valve Closed,Tool #1,15,PORT 15,91.44,,,,,
